market_id,reference_id,status
1019113,575ade98-76e3-46f5-8579-9284e9584010,N
1019113,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019113,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019113,312d8d42-65ef-4134-9fee-2e5944336a13,N
1021464,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021464,575ade98-76e3-46f5-8579-9284e9584010,Y
1021464,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021464,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1021464,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021597,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021597,575ade98-76e3-46f5-8579-9284e9584010,Y
1021597,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1021597,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1021597,312d8d42-65ef-4134-9fee-2e5944336a13,N
1019831,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019831,575ade98-76e3-46f5-8579-9284e9584010,N
1019831,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019831,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019831,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1019832,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1019832,575ade98-76e3-46f5-8579-9284e9584010,N
1019832,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1019832,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1019832,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1012389,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1012389,575ade98-76e3-46f5-8579-9284e9584010,Y
1012389,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1012389,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1012389,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1020150,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1020150,575ade98-76e3-46f5-8579-9284e9584010,Y
1020150,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
1020150,e3e6f43c-5afd-46a8-856c-fdc35f3230f1,Y
1020150,312d8d42-65ef-4134-9fee-2e5944336a13,Y
1021309,cbde9be3-d1ea-4e58-81c6-8ad682ffd466,Y
1021309,575ade98-76e3-46f5-8579-9284e9584010,Y
1021309,5b1460aa-f4fc-4284-88df-1b6499abcaa2,N
